variable	CDS	X10k	Contig	value	V2
SRR1755602	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	25.8052445933981	180
SRR1755602	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	1.41067201593495	180
SRR1755602	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	0	180
SRR1755602	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	180
SRR1755603	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	1.17040924529671	240
SRR1755603	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	151.280208766688	240
SRR1755603	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	240
SRR1755603	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	72.763244472895	240
SRR1755603	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	0	240
SRR1755603	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	240
SRR1755604	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	4.4187128068658	270
SRR1755604	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	270
SRR1755604	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	270
SRR1755604	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0	270
SRR1755604	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	1.69833783675916	270
SRR1755604	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	2029.18156343608	270
SRR1755605	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	300
SRR1755605	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	18.4543384304216	300
SRR1755605	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	0.762193960070183	300
SRR1755605	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	4.26189334611901	300
SRR1755605	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	300
SRR1755605	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0	300
SRR1755606	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	100.300630809643	360
SRR1755606	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	360
SRR1755606	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	360
SRR1755606	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	0	360
SRR1755606	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	29.8504553108224	360
SRR1755606	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	849.557522123894	360
SRR1755608	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	9.9693210759423	420
SRR1755608	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	420
SRR1755608	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0	420
SRR1755608	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	69.7511768154629	420
SRR1755608	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	0	420
SRR1755608	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	420
SRR1755609	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	351.399021523757	450
SRR1755609	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0	450
SRR1755609	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	450
SRR1755609	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	450
SRR1755609	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	57.9588547330305	450
SRR1755609	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	2.2414287763592	450
SRR1755610	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	290.107339715695	480
SRR1755610	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	6.75745304837154	480
SRR1755610	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	480
SRR1755610	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0.467350431504653	480
SRR1755610	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	480
SRR1755610	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	320.445718631569	480
SRR1755611	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	510
SRR1755611	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	11181.918149419	510
SRR1755611	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	4.05618629252404	510
SRR1755611	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	510
SRR1755611	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	540.962562466555	510
SRR1755611	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0	510
SRR1755612	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	540
SRR1755612	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	0	540
SRR1755612	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	540
SRR1755612	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	385.692469330125	540
SRR1755612	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	78.8431175637744	540
SRR1755612	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	0	540
SRR1755618	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	2760
SRR1755618	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	5.45281245160629	2760
SRR1755618	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	0	2760
SRR1755618	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	13.4485726581552	2760
SRR1755618	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	40.2067357247812	2760
SRR1755618	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	17.9888895873586	2760
SRR1755619	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	189.10026095836	2850
SRR1755619	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	2850
SRR1755619	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	21.1377164502164	2850
SRR1755619	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	39.7647732910863	2850
SRR1755619	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	0.587267339361828	2850
SRR1755619	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	0	2850
SRR1755621	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	12.4689975379398	2940
SRR1755621	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	13.5232156731611	2940
SRR1755621	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	2.85971660208473	2940
SRR1755621	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	49.3773331954495	2940
SRR1755621	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	2940
SRR1755621	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	2940
SRR1755622	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	1410
SRR1755622	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	153.3436283265	1410
SRR1755622	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	1591.60575336006	1410
SRR1755622	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	1008.335861294	1410
SRR1755622	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	0	1410
SRR1755622	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	1410
SRR1755623	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	1440
SRR1755623	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	37.1543867978079	1440
SRR1755623	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	42.6440256921246	1440
SRR1755623	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	1391.11540958412	1440
SRR1755623	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	69.302170457351	1440
SRR1755623	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	15.0128307934902	1440
SRR1755624	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	27.5347262398516	1470
SRR1755624	OQV23307.1	TRINITY_DN42324_c0_g5_i1	TRINITY_DN5458_c0_g1_i1	0	1470
SRR1755624	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	0	1470
SRR1755624	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	25.3873524116032	1470
SRR1755624	OQV25958.1	TRINITY_DN42816_c0_g2_i1	TRINITY_DN7337_c0_g1_i1	238.162069288151	1470
SRR1755624	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	12.2571286017933	1470
SRR1755625	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN4316_c0_g1_i1	552.641966954266	1500
SRR1755625	OQV19569.1	TRINITY_DN44527_c5_g5_i1	TRINITY_DN3027_c0_g1_i1	77.278472977374	1500
SRR1755625	OQV13318.1	TRINITY_DN40672_c0_g1_i1	TRINITY_DN6861_c0_g1_i1	0	1500
SRR1755625	OQV11687.1	TRINITY_DN43074_c1_g1_i1	TRINITY_DN8002_c0_g1_i1	123.746654459917	1500
